Gender,Born year,EDU,Curloc,Residence,Job,平常在超商結帳時，你多半用什麼方式進行付款？,我都用這個：:平常在超商結帳時，你多半用什麼方式進行付款？,在百貨公司結帳時，你多半用什麼方式進行付款？,我都用這個：:在百貨公司結帳時，你多半用什麼方式進行付款？,Apple Pay:猜猜看，哪些是感應式支付、電子支付以及第三方支付呢？,Google Pay:猜猜看，哪些是感應式支付、電子支付以及第三方支付呢？,Line Pay:猜猜看，哪些是感應式支付、電子支付以及第三方支付呢？,街口支付:猜猜看，哪些是感應式支付、電子支付以及第三方支付呢？,你有使用過行動支付嗎？,是什麼原因讓你不使用行動支付呢?,我的情況是：:是什麼原因讓你不使用行動支付呢?,Apple Pay:你主要使用哪些行動支付平台？,Google Pay:你主要使用哪些行動支付平台？,台灣Pay:你主要使用哪些行動支付平台？,Pi錢包:你主要使用哪些行動支付平台？,歐付寶:你主要使用哪些行動支付平台？,街口支付:你主要使用哪些行動支付平台？,LINE Pay:你主要使用哪些行動支付平台？,支付寶:你主要使用哪些行動支付平台？,我使用的支付工具還有這個：:你主要使用哪些行動支付平台？,我使用的支付工具還有這個：:你主要使用哪些行動支付平台？,在使用習慣上，你會覺得現金還是行動支付比較好用？,我覺得是：:在使用習慣上，你會覺得現金還是行動支付比較好用？,你認為使用行動支付是更為方便還是更為麻煩？,我覺得是：:你認為使用行動支付是更為方便還是更為麻煩？,你認為使用行動支付是更為安全還是更為危險？,我覺得是：:你認為使用行動支付是更為安全還是更為危險？,「再也不用帶鈔票或信用卡出門，甚至只要帶手機就可完成日常中所有的交易行為。」乍聽之下像是科幻電影的情節，但經資料顯示，瑞典現今的現金交易僅占整體經濟的1%，甚至有許多小朋友表示從未看過鈔票。（圖片來源：https://reurl.cc/9ZDW5j）同樣的，若台灣仿效瑞典朝向「無現金社會」邁進，你會贊成嗎？,同意，我覺得是：:「再也不用帶鈔票或信用卡出門，甚至只要帶手機就可完成日常中所有的交易行為。」乍聽之下像是科幻電影的情節，但經資料顯示，瑞典現今的現金交易僅占整體經濟的1%，甚至有許多小朋友表示從未看過鈔票。（圖片來源：https://reurl.cc/9ZDW5j）同樣的，若台灣仿效瑞典朝向「無現金社會」邁進，你會贊成嗎？,不同意，我覺得是：:「再也不用帶鈔票或信用卡出門，甚至只要帶手機就可完成日常中所有的交易行為。」乍聽之下像是科幻電影的情節，但經資料顯示，瑞典現今的現金交易僅占整體經濟的1%，甚至有許多小朋友表示從未看過鈔票。（圖片來源：https://reurl.cc/9ZDW5j）同樣的，若台灣仿效瑞典朝向「無現金社會」邁進，你會贊成嗎？,同樣發生在瑞典，在無現金的社會下，早在2009年起，就有四千人選擇在身體植入NFC晶片，只要伸出手來，就可以在商店購物、或乘坐大眾運輸時感應使用。（圖片來源：https://reurl.cc/DvjAl6）看完這則新聞，你對這4000人的想法是什麼？,我的想法是：:同樣發生在瑞典，在無現金的社會下，早在2009年起，就有四千人選擇在身體植入NFC晶片，只要伸出手來，就可以在商店購物、或乘坐大眾運輸時感應使用。（圖片來源：https://reurl.cc/DvjAl6）看完這則新聞，你對這4000人的想法是什麼？,換作是你，你會願意選擇施打晶片嗎？,會，我的原因是：:換作是你，你會願意選擇施打晶片嗎？,不會，我的原因是：:換作是你，你會願意選擇施打晶片嗎？,如果台灣同樣開放施打「電子化晶片」的政策，你覺得民眾是否會買單？,我的想法是：:如果台灣同樣開放施打「電子化晶片」的政策，你覺得民眾是否會買單？,「隨著疫情的爆發，為避免透過鈔票與他人直接接觸，更多人願意加入行動支付的行列。」你同意這個判斷嗎？,同意，我覺得是：:「隨著疫情的爆發，為避免透過鈔票與他人直接接觸，更多人願意加入行動支付的行列。」你同意這個判斷嗎？,不同意，我覺得是：:「隨著疫情的爆發，為避免透過鈔票與他人直接接觸，更多人願意加入行動支付的行列。」你同意這個判斷嗎？,你認為行動支付會成為未來趨勢，還是曇花一現呢？,我的想法是：:你認為行動支付會成為未來趨勢，還是曇花一現呢？,問卷結束囉！科技的發展日新月異，不出幾年就會出現我們未曾想過的發明（例如：虛擬實境、大數據、行動支付⋯⋯等），在驚呼的同時，人們也會對未知的事物保持疑慮。（圖片來源：https://reurl.cc/GdNVXx）對於新發明的誕生，你會選擇擁抱科技還是會適時觀望呢？歡迎寫下你的想法。（如果沒有的話，請按下一頁，開始驗證流程囉！）
1,1960,5,4,4,C,3,,5,,2,2,2,2,1,,,,,,,,6,7,,,,3,,1,,2,,1,,,3,,4,,,3,,2,,,1,,
1,1993,5,9,9,A,1,,95,,4,4,4,4,2,5,,,,,,,,,,,,,,4,,4,,4,,,1,,4,,,3,,5,,,4,,
1,1966,6,2,2,S,4,,5,,1,1,3,3,1,,,,,3,4,,6,7,,,,4,,1,,1,,2,,,95,,4,,,3,,1,,,1,,
0,1978,5,8,8,S,1,,5,,4,4,4,4,2,1,,,,,,,,,,,,,,3,,4,,5,,,3,,4,,,4,,4,,,3,,
1,1989,5,8,8,M,95,,95,,4,4,4,4,2,90,都用信用卡,,,,,,,,,,,,,1,,2,,1,,,95,,3,,,3,,1,,,1,,
1,1989,5,8,8,S,2,,5,,1,1,1,1,1,,,,,,,,6,7,,,,3,,1,,3,,2,,,1,,3,,,3,,1,,,1,,
0,1976,5,14,14,S,5,,5,,2,2,2,2,1,,,,,,,,,7,,,,5,,1,,2,,5,,,1,,3,,,3,,1,,,2,,
1,1961,5,2,2,S,1,,5,,4,4,2,4,1,,,,,,,,,,8,,,1,,2,,2,,1,,,1,,5,,會身不由己,3,,1,,,2,,
1,1991,6,2,6,K,4,,5,,1,1,2,2,1,,,1,,3,,,6,7,,,,3,,1,,2,,2,,,2,,1,,,3,,1,,,5,,
1,2001,3,2,2,S,1,,1,,2,2,2,3,2,1,,,,,,,,,,,,,,1,,1,,1,,,2,,1,,,2,,1,,,1,,
1,1992,5,2,2,Q,4,,6,,2,2,2,2,1,,,,,,,,,7,,,,4,,1,,1,,1,,,1,,1,,,2,,1,,,2,,
1,1989,6,4,4,O,3,,5,,1,1,2,3,1,,,1,,,,,,7,,,,3,,1,,2,,1,,,1,,3,,,2,,2,,,5,,
1,1986,5,2,2,M,4,,5,,3,3,2,2,1,,,,,,,,6,7,,,,5,,2,,4,,5,,,3,,4,,,4,,1,,,4,,
0,1991,5,2,2,V,4,,6,,1,1,2,2,1,,,,,,,,,7,,,,3,,1,,2,,3,這樣就可以減少現金糾紛，如假鈔或是找錯錢,,1,,1,,,4,,1,,,5,,
0,1982,6,8,8,V,1,,5,,1,1,4,4,1,,,,,,,,,7,,,,1,,3,,4,,5,,,3,,4,,,4,,5,,,4,,
0,1997,5,1,2,O,4,,6,,2,2,3,3,1,,,1,,,,,,,,,,3,,1,,2,,1,,,1,,3,,,3,,1,,,1,,
1,1978,6,2,2,M,2,,5,,1,1,4,1,1,,,,2,,,,,,,,,5,,1,,3,,1,,,3,,4,,,4,,2,,,2,,
0,2002,5,,1,T,2,,1,,2,2,2,2,2,4,,,,,,,,,,,,,,2,,2,,1,,,2,,1,,,2,,2,,,2,,
1,1956,5,1,1,K,2,,4,,2,2,2,3,1,,,,,,,,6,7,,,,5,,1,,1,,1,,,1,,3,,,3,,1,,,1,,
1,1982,5,1,14,M,3,,5,,3,3,3,3,1,,,,,,,,,7,,,,1,,3,,3,,2,,,1,,1,,,2,,2,,,1,,
0,1998,5,15,15,T,4,,6,,1,1,2,2,1,,,,,3,,,6,7,,,,5,,2,,2,,1,,,1,,3,,,2,,1,,,5,,
1,1977,5,19,19,P,1,,5,,2,2,2,2,1,,,,,,,5,,,,,,3,,1,,1,,1,,,3,,4,,,4,,1,,,2,,
1,1971,4,4,4,M,1,,5,,4,4,4,4,2,4,,,,,,,,,,,,,,3,,3,,5,,,4,,5,,不知道會發生什麼事,4,,5,,,5,,
1,1974,5,2,2,S,1,,5,,2,2,3,2,1,,,,,3,,,6,,,,,5,,1,,2,,1,,,1,,3,,,2,,2,,,1,,
1,1984,5,14,14,C,2,,1,,2,2,2,2,2,1,,,,,,,,,,,,,,1,,2,,1,,,2,,1,,,3,,1,,,2,,
0,2001,5,8,8,T,1,,95,,2,2,2,2,2,1,,,,,,,,,,,,,,1,,3,,1,,,3,,4,,,3,,2,,,3,,
1,1992,6,2,2,K,3,,5,,2,2,2,2,1,,,,2,3,,,6,7,,,,3,,2,,2,,2,,,3,,1,,,2,,1,,,2,,
1,1982,5,1,1,K,4,,2,,2,2,2,2,2,3,,,,,,,,,,,,,,1,,3,,1,,,1,,3,,,3,,2,,,2,,
1,1990,5,2,2,G,1,,95,,1,1,1,1,1,,,,,3,,,,,,,,5,,1,,3,,1,,,1,,4,,,2,,2,,,5,,
1,1957,4,7,7,M,2,,5,,2,2,2,2,1,,,1,,,,,,,,,,5,,1,,1,,1,,,1,,1,,,2,,1,,,1,,
0,1997,5,16,16,V,1,,95,,2,2,2,3,2,4,,,,,,,,,,,,,,3,,3,,1,,,3,,4,,,3,,1,,,1,,
1,1980,4,7,4,C,1,,1,,2,2,2,2,1,,,,,,,,,7,,,,2,,1,,1,,1,,,1,,1,,,1,,1,,,1,,
1,1984,5,2,2,C,2,,5,,2,2,2,2,2,1,,,,,,,,,,,,,,4,,4,,1,,,3,,3,,,2,,4,,,4,,
1,1983,4,8,8,V,1,,95,,3,3,3,3,1,,,,2,,,,,,,,,91,,90,玩遊戲方便,1,,5,,,1,,4,,,4,,2,,,2,,
1,1988,5,15,15,M,4,,5,,4,4,3,2,1,,,,,3,,5,6,7,,,,4,,1,,3,,5,,,1,,3,,,3,,2,,,1,,
0,1955,4,15,15,U,3,,5,,4,4,4,4,2,6,,,,,,,,,,,,,,3,,3,,1,,,3,,4,,,3,,1,,,2,,
0,1987,5,2,2,O,1,,5,,2,2,3,3,1,,,,,,,,6,7,,,,5,,1,,3,,5,,,95,,4,,,3,,2,,,3,,
1,1957,4,2,2,C,1,,1,,4,4,4,4,2,5,,,,,,,,,,,,,,4,,4,,5,,,1,,4,,,4,,5,,,5,,
1,1990,5,20,20,S,1,,1,,3,3,3,3,1,,,,,,,,,7,,,,2,,3,,3,,5,,,3,,4,,,3,,5,,,5,,
0,1993,5,15,15,M,4,,6,,2,2,2,2,1,,,,,,,,,7,,,,3,,2,,3,,1,,,3,,4,,,4,,5,,,2,,
1,1993,5,8,8,C,1,,1,,3,2,2,1,2,1,,,,,,,,,,,,,,4,,4,,5,,,3,,4,,,4,,1,,,3,,
0,1984,4,4,4,C,3,,5,,3,3,3,2,1,,,,,,4,,6,,,,,3,,1,,4,,1,,,3,,4,,,3,,2,,,2,,
0,1984,3,2,2,C,1,,2,,4,4,4,4,2,2,,,,,,,,,,,,,,3,,4,,5,,,95,,4,,,4,,5,,,4,,
1,1998,5,15,15,T,1,,6,,1,1,2,3,1,,,1,2,3,,,,,,,,3,,2,,1,,1,,,3,,4,,,3,,2,,,2,,
0,1990,5,6,6,C,4,,95,,2,2,2,2,1,,,,,3,,,,7,,,,3,,1,,3,,1,,,1,,4,,,3,,5,,,2,,
0,1993,5,4,4,S,1,,5,,2,2,2,2,1,,,,,,,,,7,,,,91,,2,,3,,1,,,1,,3,,,3,,2,,,1,,
1,1968,3,8,8,W,4,,6,,2,2,2,2,1,,,,2,3,,,,,,,,4,,2,,1,,5,,,2,,1,,,1,,1,,,1,,
0,1990,5,1,1,S,2,,5,,2,2,3,3,1,,,,,3,,,6,7,,,,4,,1,,3,,2,,,3,,4,,,3,,2,,,2,,
0,1982,5,2,2,S,3,,5,,3,3,3,3,1,,,,,3,,,,,,,,3,,2,,3,,5,,,1,,4,,,3,,1,,,4,,
0,1987,5,2,2,J,1,,5,,2,2,3,2,1,,,,2,,,,,,,,,5,,4,,4,,5,,,1,,4,,,3,,2,,,5,,
1,1993,6,3,3,C,1,,1,,2,2,3,3,1,,,,2,,,,,,,,,5,,1,,4,,1,,,2,,1,,,3,,2,,,1,,
1,1984,5,5,5,M,3,,5,,1,1,2,2,1,,,,2,,,,6,,,,,3,,1,,1,,1,,,2,,3,,,3,,2,,,2,,
1,1982,6,4,4,S,4,,5,,3,3,3,3,1,,,,,3,4,5,6,7,8,,,3,,2,,2,,1,,,1,,3,,,2,,2,,,2,,
1,1974,4,2,2,S,3,,5,,2,2,2,2,2,1,,,,,,,,,,,,,,4,,4,,5,,,1,,4,,,4,,5,,,5,,觀望
0,1987,5,15,15,S,3,,5,,2,2,2,2,1,,,,,,,,,7,,,,3,,1,,2,,1,,,3,,4,,,3,,1,,,3,,
0,1993,5,11,11,C,4,,6,,2,2,3,3,1,,,1,,,,,6,7,,,,4,,2,,2,,1,,,3,,4,,,4,,2,,,2,,
0,1972,6,1,1,Q,95,,5,,1,1,3,3,1,,,,,3,4,,,7,,,,5,,90,更方便，但是有個資及隱私收集的疑慮,4,,5,,,4,,4,,,4,,6,,講究方便的同時也要考慮改變所帶來的損失(一開始會較為隱形),5,,
1,1975,4,8,8,M,1,,5,,2,4,1,4,1,,,,,,,,,7,,,,2,,2,,2,,2,,,2,,3,,,3,,2,,,2,,擁抱科技
1,1989,5,8,8,V,1,,1,,2,2,3,3,1,,,1,,,,,,,,,,1,,1,,1,,2,,,1,,1,,,1,,1,,,3,,
1,1984,5,9,9,C,5,,95,,1,2,3,3,1,,,,,,,,6,,,,,2,,3,,3,,4,,,3,,4,,,4,,1,,,4,,
0,1988,5,14,14,G,1,,95,,2,2,2,2,1,,,,,,,,,7,,,,2,,4,,4,,5,,,3,,4,,,4,,1,,,1,,
1,1958,4,4,4,H,1,,5,,2,2,2,2,1,,,,,,,,,,,90,家樂福,5,,1,,3,,2,,,1,,3,,,4,,1,,,2,,
0,1982,4,14,14,C,1,,1,,4,4,4,4,2,1,,,,,,,,,,,,,,1,,3,,4,,,3,,4,,,4,,2,,,2,,
1,1978,5,4,4,M,1,,5,,2,2,2,2,1,,,,,,,,,7,,,,4,,2,,2,,1,,,3,,4,,,4,,2,,,2,,
1,1985,5,2,2,S,90,行動支付,90,行動支付,1,1,2,2,1,,,,,,,,6,7,,,,90,行動支付，搭配信用卡有回饋,1,,1,,1,,,1,,1,,,3,,5,,,2,,
1,1992,5,2,2,G,3,,5,,1,1,3,3,1,,,,,,,,,7,,,,5,,4,,3,,2,,,3,,3,,,3,,2,,,1,,
0,1980,4,9,9,Q,2,,2,,4,2,2,4,2,1,,,,,,,,,,,,,,3,,3,,4,,,3,,4,,,3,,1,,,2,,
1,1990,5,2,2,C,1,,5,,4,2,2,4,1,,,,,3,,,,,,,,5,,2,,1,,5,,,3,,4,,,4,,1,,,3,,
0,1976,5,2,2,M,1,,5,,3,3,3,3,1,,,,,,,,,7,,,,2,,1,,3,,1,,,1,,4,,,3,,1,,,4,,
1,1992,6,2,1,M,4,,5,,1,1,3,3,1,,,,,3,4,,6,7,,,,3,,1,,1,,1,,,1,,4,,,4,,5,,,1,,
1,1990,6,8,8,T,4,,2,,3,1,2,2,1,,,,2,3,4,,6,7,,,,3,,1,,2,,1,,,3,,4,,,2,,2,,,3,,
0,1985,5,8,8,V,1,,1,,2,3,2,3,1,,,,,,,,,7,,,,5,,2,,3,,5,,,1,,4,,,3,,2,,,5,,
1,1998,6,4,4,T,2,,95,,1,1,3,3,1,,,,,3,,,,7,,,,4,,1,,2,,1,,,1,,3,,,2,,2,,,2,,
1,1977,5,1,1,N,2,,5,,3,3,3,3,1,,,,,3,,,6,7,,,,5,,1,,2,,1,,,1,,3,,,2,,1,,,1,,
0,1989,5,14,14,S,4,,6,,1,1,2,3,1,,,1,,,,,,7,,,,3,,1,,4,,1,,,1,,3,,,2,,2,,,1,,
1,1983,5,2,2,M,4,,5,,1,1,3,3,1,,,,2,,,,,,,,,5,,1,,4,,1,,,1,,3,,,3,,1,,,2,,
0,1995,5,9,9,J,1,,1,,1,1,2,2,1,,,,,,,,,7,,,,3,,2,,1,,1,,,3,,3,,,4,,1,,,1,,
1,1979,5,15,11,C,3,,5,,3,2,2,3,1,,,,,3,4,,,,,,,3,,2,,3,,1,,,2,,1,,,2,,2,,,1,,
1,1982,5,1,1,Q,3,,5,,3,3,3,3,1,,,1,,,,,6,,,,,3,,1,,2,,5,,,3,,4,,,4,,4,,,2,,
1,1983,5,15,15,S,1,,5,,1,1,1,1,1,,,1,,,,,,7,,,,2,,2,,2,,1,,,2,,1,,,3,,1,,,1,,
1,1971,5,8,9,O,1,,5,,3,3,3,3,2,90,沒免費網路,,,,,,,,,,,,,4,,4,,6,,除非提供免費網路,4,,4,,,4,,5,,,5,,
1,1967,5,1,1,M,2,,2,,3,2,2,3,1,,,,,3,,,,,,,,2,,2,,2,,1,,,2,,1,,,1,,1,,,2,,
0,1984,5,8,8,U,1,,1,,4,4,4,4,2,1,,,,,,,,,,,,,,1,,3,,2,,,3,,4,,,4,,1,,,3,,
0,1963,5,14,14,S,95,,95,,3,3,3,3,1,,,,,,,,,7,,,,3,,1,,1,,4,,,1,,1,,,2,,4,,,5,,
1,1980,3,9,9,S,5,,6,,2,2,1,3,1,,,1,2,3,,,,7,,,,4,,2,,2,,1,,,2,,1,,,2,,5,,,2,,
1,1997,5,5,8,T,4,,5,,2,2,3,3,1,,,,2,,,,6,,,,,3,,1,,2,,1,,,1,,3,,,3,,2,,,4,,
1,1988,5,1,1,H,1,,1,,2,2,2,3,1,,,,,,,,6,,,,,3,,2,,90,I don't know,1,,,2,,1,,,2,,2,,,5,,
1,1984,5,4,4,M,2,,1,,2,2,2,3,2,1,,,,,,,,,,,,,,1,,3,,1,,,1,,4,,,3,,4,,,2,,
0,1988,6,1,8,M,4,,5,,1,1,2,2,1,,,1,,,,,6,7,,,,4,,1,,3,,1,,,3,,4,,,3,,2,,,2,,
1,1965,4,16,16,S,1,,1,,2,2,2,2,2,1,,,,,,,,,,,,,,3,,3,,5,,,4,,4,,,3,,2,,,1,,
0,1975,4,14,14,S,4,,5,,1,1,1,1,1,,,1,,,,,,7,,,,3,,1,,90,安全和危險各半,1,,,1,,3,,,4,,2,,,1,,
0,1988,6,15,15,S,5,,6,,1,1,2,2,1,,,1,,,,,6,7,,90,橘子支付,3,,1,,3,,1,,,3,,4,,,4,,4,,,1,,
1,1980,5,9,9,M,2,,5,,2,2,1,1,1,,,,,,,,,7,,,,3,,2,,4,,1,,,3,,4,,,3,,1,,,2,,
0,1986,3,9,9,V,2,,2,,3,3,3,3,2,1,,,,,,,,,,,,,,1,,3,,1,,,4,,4,,,4,,2,,,2,,
1,1990,6,5,12,T,1,,1,,4,4,4,4,2,6,,,,,,,,,,,,,,2,,3,,5,,,95,,3,,,4,,4,,,3,,
1,1989,5,15,15,K,1,,95,,1,1,2,4,2,3,,,,,,,,,,,,,,1,,3,,1,,,1,,3,,,2,,1,,,1,,
1,1981,5,1,1,F,2,,5,,1,1,1,1,1,,,,2,,,,,,,,,3,,1,,1,,1,,,1,,1,,,1,,1,,,1,,
0,1984,5,14,9,U,1,,1,,4,4,4,2,1,,,,,,,,,7,,,,1,,4,,3,,5,,,4,,3,,,2,,1,,,1,,
1,1991,4,8,8,M,95,,6,,1,4,3,3,1,,,1,,,,,,7,,,,4,,1,,1,,1,,,1,,1,,,4,,4,,,1,,
1,1965,6,8,8,P,1,,5,,1,1,3,3,2,1,,,,,,,,,,,,,,1,,3,,1,,,1,,3,,,3,,2,,,2,,
0,1984,5,14,9,U,1,,1,,4,4,4,4,2,4,,,,,,,,,,,,,,3,,4,,5,,,95,,3,,,2,,1,,,1,,
0,1994,5,2,2,J,2,,6,,2,2,3,3,1,,,,,,,,6,7,,,,3,,2,,2,,1,,,3,,4,,,4,,2,,,1,,
0,1989,5,14,14,T,4,,6,,1,4,2,2,1,,,1,,,,,6,7,,,,3,,1,,3,,5,,,4,,4,,,3,,2,,,1,,
0,1991,5,2,2,S,1,,1,,4,4,4,4,2,3,,,,,,,,,,,,,,4,,4,,1,,,1,,4,,,3,,1,,,2,,
1,1977,4,7,2,O,3,,5,,1,1,2,4,1,,,,,,,,,7,,,,4,,2,,90,不怕錢包掉了,2,,,1,,5,,怕痛,3,,2,,,1,,
0,1976,5,2,2,S,1,,5,,2,2,3,3,1,,,,,3,,,6,7,,,,5,,90,整體而言是方便，但有些店家不支援，而且我上網不是吃到飽的,2,,1,,,90,敬佩他們願意當白老鼠,5,,有植入物排斥以及被監控的可能,3,,4,,,90,是未來趨勢，但紙幣要被淘汰應該還要很久,先觀望，覺得沒有太大安全疑慮再開始嘗試。
0,1994,6,15,10,T,5,,6,,3,3,3,2,1,,,1,,,,,,7,,,,3,,1,,3,,2,,,95,,4,,,3,,2,,,2,,
1,1969,4,1,1,M,2,,5,,2,2,2,2,1,,,,,,,,,7,8,,,5,,2,,2,,5,,,1,,3,,,3,,1,,,2,,
0,1979,5,15,15,S,1,,5,,1,2,3,3,1,,,,,,,,,7,,,,1,,3,,4,,5,,,95,,4,,,3,,2,,,2,,
1,1985,6,15,15,S,4,,95,,2,2,2,3,1,,,,,,,,,7,,,,91,,4,,3,,5,,,1,,4,,,4,,2,,,5,,
1,1992,6,1,1,V,4,,6,,1,1,2,2,1,,,,2,3,4,,6,7,,,,4,,1,,3,,2,,,3,,4,,,3,,1,,,1,,
1,1992,5,1,12,R,4,,5,,1,1,3,2,1,,,1,,,4,,6,7,,,,3,,1,,2,,1,,,4,,4,,,3,,4,,,2,,
0,1985,3,4,4,S,4,,6,,2,3,3,2,1,,,,2,3,4,5,6,7,8,,,3,,2,,2,,2,,,2,,1,,,2,,2,,,1,,擁抱科技 順應時代 接受改變
1,1995,6,1,14,K,2,,5,,3,3,3,3,1,,,,,,,,6,7,,,,3,,2,,3,,5,,,1,,3,,,4,,4,,,2,,
0,1999,3,2,2,V,1,,1,,1,2,1,1,2,2,,,,,,,,,,,,,,1,,2,,4,,,3,,4,,,4,,1,,,3,,
1,1990,6,14,2,V,1,,5,,2,2,2,2,2,5,,,,,,,,,,,,,,1,,3,,1,,,2,,1,,,3,,1,,,5,,
0,1991,6,4,4,P,4,,6,,1,1,3,3,1,,,,,,,,6,7,,,,4,,1,,1,,1,,,1,,3,,,3,,2,,,1,,
0,1988,6,1,1,U,3,,5,,3,3,3,2,1,,,,,,,,6,,,,,5,,2,,3,,5,,,1,,4,,,3,,1,,,2,,
0,1993,5,15,15,V,4,,95,,2,2,2,2,1,,,,,3,4,,,7,,,,4,,1,,3,,1,,,3,,4,,,3,,1,,,1,,
0,2001,6,1,1,O,2,,5,,3,3,3,2,1,,,,,,,,,7,,,,4,,2,,3,,4,,,3,,4,,,3,,4,,,2,,
1,1975,5,1,1,O,2,,5,,3,3,3,2,1,,,,,,,,,7,,,,5,,2,,3,,4,,,4,,3,,,3,,4,,,3,,
0,1986,5,8,8,S,1,,95,,2,3,2,3,2,1,,,,,,,,,,,,,,4,,3,,5,,,1,,3,,,4,,1,,,5,,
0,1985,3,15,15,C,5,,6,,2,2,2,3,1,,,,,,,,,7,,,,3,,1,,2,,1,,,1,,5,,在身體植入晶片多少有危險,2,,2,,,1,,
1,1988,5,13,13,I,2,,5,,2,3,3,3,1,,,,2,,,,,7,,,,5,,2,,3,,4,,,3,,4,,,4,,2,,,3,,
0,1995,5,1,13,S,90,電子支付,90,電子支付,2,2,3,3,1,,,1,,,,,,,,,,3,,1,,1,,1,,,1,,5,,覺得沒必要,3,,2,,,1,,
0,1990,5,8,8,S,1,,1,,2,2,3,3,2,5,,,,,,,,,,,,,,4,,3,,4,,,3,,3,,,4,,2,,,5,,
0,1991,5,15,16,T,1,,5,,3,3,3,3,1,,,,,,,,,,,90,台新richart,5,,1,,1,,5,,,90,怕被做其他用途例如監視,4,,,3,,2,,,5,,
0,1985,5,2,2,U,1,,1,,4,4,4,4,2,1,,,,,,,,,,,,,,3,,3,,4,,,3,,4,,,3,,5,,,3,,
0,1992,5,8,9,C,4,,6,,3,3,3,2,1,,,,,,,,,7,,,,4,,1,,2,,1,,,1,,3,,,1,,1,,,1,,
0,1973,5,15,15,K,2,,5,,3,3,3,2,2,1,,,,,,,,,,,,,,2,,3,,5,,,1,,3,,,3,,2,,,3,,
0,2000,5,4,4,T,4,,95,,1,2,2,4,1,,,,,,,,,7,,,,2,,1,,3,,5,,,1,,3,,,3,,1,,,2,,
0,1998,5,14,14,T,1,,1,,1,4,1,3,1,,,,,,,,,7,,,,1,,1,,3,,1,,,1,,3,,,2,,2,,,5,,
0,1982,3,8,8,U,1,,1,,4,4,2,3,1,,,,,3,,,,7,,,,5,,4,,4,,5,,,2,,1,,,2,,2,,,2,,
0,1982,3,2,1,S,2,,5,,2,1,2,3,2,3,,,,,,,,,,,,,,2,,2,,2,,,2,,1,,,2,,1,,,2,,
1,1993,6,14,14,C,4,,2,,3,3,2,2,1,,,1,,,,,,7,,,,91,,1,,2,,1,,,1,,3,,,2,,2,,,1,,
1,1982,5,2,2,V,1,,1,,4,4,4,4,2,3,,,,,,,,,,,,,,4,,3,,4,,,3,,4,,,3,,1,,,5,,
0,1978,5,4,4,M,4,,6,,1,1,1,3,1,,,,2,,,,,,,,,3,,1,,1,,1,,,1,,4,,,3,,5,,,2,,
1,1977,5,8,8,G,4,,6,,1,1,1,1,1,,,1,,,,,6,,,,,3,,2,,1,,1,,,1,,3,,,3,,2,,,2,,
1,1973,6,4,4,S,4,,6,,1,1,3,3,1,,,,2,,,,,,,,,3,,1,,2,,1,,,95,,4,,,4,,5,,,5,,
0,1997,5,1,5,T,1,,5,,2,2,2,3,1,,,,,,,,,7,,,,1,,2,,3,,1,,,1,,3,,,4,,4,,,2,,
1,1969,6,2,2,M,2,,5,,1,1,2,2,1,,,,,,,,6,7,,,,3,,2,,2,,2,,,3,,4,,,3,,1,,,1,,
0,1998,5,7,13,T,1,,1,,4,4,4,4,2,1,,,,,,,,,,,,,,1,,3,,1,,,2,,3,,,2,,1,,,2,,
1,1976,6,2,2,M,2,,5,,2,2,2,3,2,1,,,,,,,,,,,,,,1,,3,,1,,,3,,4,,,3,,4,,,2,,
1,1962,3,15,15,S,1,,5,,1,1,3,2,2,3,,,,,,,,,,,,,,2,,2,,5,,,4,,4,,,3,,4,,,3,,
0,1966,3,2,2,U,1,,5,,4,4,4,4,2,4,,,,,,,,,,,,,,1,,3,,5,,,1,,4,,,3,,5,,,5,,
1,1987,6,2,14,O,3,,5,,1,1,3,3,1,,,,2,3,,,6,7,,,,3,,1,,1,,1,,,1,,3,,,3,,1,,,2,,
0,1955,4,8,8,Q,1,,5,,1,1,2,2,2,6,,,,,,,,,,,,,,1,,3,,1,,,4,,4,,,4,,1,,,2,,
1,1992,5,7,15,M,4,,5,,2,2,2,2,1,,,,,,,,,7,,,,91,,1,,1,,5,,,1,,4,,,3,,4,,,5,,
1,1981,6,2,1,S,2,,5,,1,1,3,3,1,,,1,,,,,,7,,,,3,,1,,2,,2,,,3,,4,,,3,,2,,,2,,
1,1993,5,15,8,S,2,,2,,1,1,2,2,1,,,,,,,,,7,,,,5,,4,,2,,5,,,3,,4,,,4,,2,,,3,,
1,1978,4,14,14,M,1,,1,,2,2,2,2,1,,,1,,,,,,,,,,1,,1,,1,,1,,,1,,1,,,1,,1,,,1,,
0,1975,5,2,2,S,1,,2,,2,1,2,1,1,,,,,3,,,,,,,,3,,1,,1,,2,,,1,,1,,,2,,1,,,1,,擁抱科技
1,1981,5,2,2,M,4,,5,,2,2,2,2,1,,,,2,,,,,,,,,5,,1,,1,,5,,,1,,3,,,3,,1,,,1,,
1,1988,5,8,10,M,2,,5,,2,2,3,3,1,,,,2,,,,,7,,,,5,,1,,3,,1,,,3,,4,,,3,,2,,,1,,
1,1995,5,11,11,A,1,,1,,1,2,2,1,1,,,,,,,,,7,,,,5,,1,,1,,1,,,2,,3,,,3,,2,,,2,,
1,1983,5,14,14,S,5,,5,,4,4,4,4,1,,,,,,4,,,7,,,,3,,1,,1,,1,,,2,,3,,,3,,2,,,1,,
1,1989,6,5,5,C,2,,2,,2,3,3,2,2,2,,,,,,,,,,,,,,2,,1,,2,,,3,,3,,,3,,4,,,2,,
1,1983,5,17,14,Q,2,,2,,2,3,2,3,2,3,,,,,,,,,,,,,,3,,1,,4,,,4,,1,,,2,,2,,,2,,
0,1968,4,2,2,C,1,,1,,2,2,2,2,1,,,,,,,,,,8,,,1,,2,,2,,1,,,1,,4,,,3,,2,,,2,,
0,1990,5,16,15,S,4,,5,,4,4,4,4,1,,,1,,,,,,7,,,,4,,1,,3,,1,,,3,,3,,,2,,2,,,1,,
0,1975,3,4,4,C,1,,5,,4,4,4,4,1,,,,,,,,,7,,,,1,,4,,3,,4,,,95,,5,,怕被傷害到身體,4,,5,,,5,,適時觀望
0,1988,5,2,2,C,1,,5,,3,3,3,3,1,,,,,,,,,7,,,,5,,2,,4,,5,,,3,,3,,,3,,1,,,1,,
0,1988,3,4,4,M,1,,1,,1,1,1,1,1,,,1,,,,,,,,,,1,,1,,1,,1,,,3,,1,,,1,,2,,,2,,
0,1996,5,4,4,C,3,,5,,1,1,2,3,1,,,,,3,,,,7,,,,4,,1,,3,,1,,,2,,3,,,3,,2,,,2,,
1,1987,5,8,8,C,1,,2,,4,4,4,4,2,1,,,,,,,,,,,,,,1,,3,,1,,,4,,4,,,2,,2,,,2,,Na
0,1998,5,8,8,C,5,,1,,2,2,2,2,2,2,,,,,,,,,,,,,,3,,3,,5,,,3,,3,,,4,,4,,,5,,
1,1978,5,8,8,O,1,,5,,2,2,2,2,1,,,,,3,,,,,,,,5,,1,,1,,1,,,1,,3,,,2,,1,,,1,,
0,1972,3,2,2,F,2,,5,,1,1,1,1,1,,,1,,,,,,,,,,5,,4,,3,,2,,,3,,3,,,4,,2,,,2,,
0,1980,5,8,8,U,1,,5,,4,4,4,4,1,,,,,3,,,,,,,,3,,1,,1,,1,,,2,,3,,,2,,1,,,1,,
0,1978,6,3,1,T,3,,5,,2,2,2,2,1,,,,,,,,6,,,,,3,,1,,2,,1,,,4,,4,,,3,,2,,,2,,
1,1978,5,8,8,O,1,,5,,4,4,4,4,1,,,,,3,,,,,,,,3,,1,,1,,1,,,2,,3,,,2,,1,,,1,,
0,1988,5,1,1,S,4,,6,,1,1,2,2,1,,,,,,,,6,7,,,,90,行動支付，有回饋,1,,2,,5,,,1,,3,,,3,,1,,,2,,
0,1968,3,1,1,U,3,,5,,1,2,1,1,1,,,1,,,4,,6,7,,,,3,,1,,3,,1,,,2,,3,,,2,,2,,,2,,
0,1992,5,14,13,S,3,,5,,2,2,2,4,1,,,,,3,,,,7,,,,3,,1,,2,,1,,,4,,5,,會增加被搶劫時被傷害的風險,3,,2,,,2,,
