Gender,Born year,EDU,Curloc,Residence,Job,平常在超商結帳時，你多半用什麼方式進行付款？,我都用這個：:平常在超商結帳時，你多半用什麼方式進行付款？,在百貨公司結帳時，你多半用什麼方式進行付款？,我都用這個：:在百貨公司結帳時，你多半用什麼方式進行付款？,Apple Pay:猜猜看，哪些是感應式支付、電子支付以及第三方支付呢？,Google Pay:猜猜看，哪些是感應式支付、電子支付以及第三方支付呢？,Line Pay:猜猜看，哪些是感應式支付、電子支付以及第三方支付呢？,街口支付:猜猜看，哪些是感應式支付、電子支付以及第三方支付呢？,你有使用過行動支付嗎？,是什麼原因讓你不使用行動支付呢?,我的情況是：:是什麼原因讓你不使用行動支付呢?,Apple Pay:你主要使用哪些行動支付平台？,Google Pay:你主要使用哪些行動支付平台？,台灣Pay:你主要使用哪些行動支付平台？,Pi錢包:你主要使用哪些行動支付平台？,歐付寶:你主要使用哪些行動支付平台？,街口支付:你主要使用哪些行動支付平台？,LINE Pay:你主要使用哪些行動支付平台？,支付寶:你主要使用哪些行動支付平台？,我使用的支付工具還有這個：:你主要使用哪些行動支付平台？,我使用的支付工具還有這個：:你主要使用哪些行動支付平台？,在使用習慣上，你會覺得現金還是行動支付比較好用？,我覺得是：:在使用習慣上，你會覺得現金還是行動支付比較好用？,你認為使用行動支付是更為方便還是更為麻煩？,我覺得是：:你認為使用行動支付是更為方便還是更為麻煩？,你認為使用行動支付是更為安全還是更為危險？,我覺得是：:你認為使用行動支付是更為安全還是更為危險？,「再也不用帶鈔票或信用卡出門，甚至只要帶手機就可完成日常中所有的交易行為。」乍聽之下像是科幻電影的情節，但經資料顯示，瑞典現今的現金交易僅占整體經濟的1%，甚至有許多小朋友表示從未看過鈔票。（圖片來源：https://reurl.cc/9ZDW5j）同樣的，若台灣仿效瑞典朝向「無現金社會」邁進，你會贊成嗎？,同意，我覺得是：:「再也不用帶鈔票或信用卡出門，甚至只要帶手機就可完成日常中所有的交易行為。」乍聽之下像是科幻電影的情節，但經資料顯示，瑞典現今的現金交易僅占整體經濟的1%，甚至有許多小朋友表示從未看過鈔票。（圖片來源：https://reurl.cc/9ZDW5j）同樣的，若台灣仿效瑞典朝向「無現金社會」邁進，你會贊成嗎？,不同意，我覺得是：:「再也不用帶鈔票或信用卡出門，甚至只要帶手機就可完成日常中所有的交易行為。」乍聽之下像是科幻電影的情節，但經資料顯示，瑞典現今的現金交易僅占整體經濟的1%，甚至有許多小朋友表示從未看過鈔票。（圖片來源：https://reurl.cc/9ZDW5j）同樣的，若台灣仿效瑞典朝向「無現金社會」邁進，你會贊成嗎？,同樣發生在瑞典，在無現金的社會下，早在2009年起，就有四千人選擇在身體植入NFC晶片，只要伸出手來，就可以在商店購物、或乘坐大眾運輸時感應使用。（圖片來源：https://reurl.cc/DvjAl6）看完這則新聞，你對這4000人的想法是什麼？,我的想法是：:同樣發生在瑞典，在無現金的社會下，早在2009年起，就有四千人選擇在身體植入NFC晶片，只要伸出手來，就可以在商店購物、或乘坐大眾運輸時感應使用。（圖片來源：https://reurl.cc/DvjAl6）看完這則新聞，你對這4000人的想法是什麼？,換作是你，你會願意選擇施打晶片嗎？,會，我的原因是：:換作是你，你會願意選擇施打晶片嗎？,不會，我的原因是：:換作是你，你會願意選擇施打晶片嗎？,如果台灣同樣開放施打「電子化晶片」的政策，你覺得民眾是否會買單？,我的想法是：:如果台灣同樣開放施打「電子化晶片」的政策，你覺得民眾是否會買單？,「隨著疫情的爆發，為避免透過鈔票與他人直接接觸，更多人願意加入行動支付的行列。」你同意這個判斷嗎？,同意，我覺得是：:「隨著疫情的爆發，為避免透過鈔票與他人直接接觸，更多人願意加入行動支付的行列。」你同意這個判斷嗎？,不同意，我覺得是：:「隨著疫情的爆發，為避免透過鈔票與他人直接接觸，更多人願意加入行動支付的行列。」你同意這個判斷嗎？,你認為行動支付會成為未來趨勢，還是曇花一現呢？,我的想法是：:你認為行動支付會成為未來趨勢，還是曇花一現呢？,問卷結束囉！科技的發展日新月異，不出幾年就會出現我們未曾想過的發明（例如：虛擬實境、大數據、行動支付⋯⋯等），在驚呼的同時，人們也會對未知的事物保持疑慮。（圖片來源：https://reurl.cc/GdNVXx）對於新發明的誕生，你會選擇擁抱科技還是會適時觀望呢？歡迎寫下你的想法。（如果沒有的話，請按下一頁，開始驗證流程囉！）
1,1962,4,1,2,M,5,,5,,2,2,2,3,1,,,,,3,,,,,,,,2,,2,,3,,5,,,4,,3,,,3,,2,,,2,,
1,1971,4,1,1,O,2,,5,,1,2,3,4,1,,,1,,,,,,,,,,5,,2,,2,,5,,,1,,4,,,3,,1,,,1,,
0,1973,3,1,1,S,3,,5,,2,3,3,2,1,,,,,,4,,6,7,,,,1,,1,,1,,1,,,2,,1,,,2,,1,,,1,,
1,1959,4,1,1,M,3,,5,,1,1,1,1,1,,,1,,,,,6,,,,,3,,2,,2,,1,,,2,,4,,,3,,2,,,2,,
0,1985,4,3,3,O,1,,95,,2,3,2,3,2,4,,,,,,,,,,,,,,90,有好有壞,3,,5,,,1,,4,,,3,,1,,,1,,觀望
1,1985,5,16,16,S,4,,6,,1,1,3,2,1,,,,,,4,,,7,,,,3,,1,,3,,5,,,1,,4,,,2,,2,,,1,,
0,1992,6,14,14,T,2,,5,,2,2,2,2,1,,,,,,,,,7,,,,5,,1,,3,,1,,,2,,1,,,2,,2,,,1,,
0,1985,4,2,2,S,1,,5,,2,2,2,2,1,,,,,,,,,7,,,,1,,2,,3,,5,,,1,,3,,,3,,1,,,3,,觀望，等到真的大多數人接受並使用。
0,1990,5,2,2,D,3,,5,,4,4,4,4,1,,,1,,,,,,,,,,3,,1,,2,,4,,,3,,4,,,2,,4,,,5,,
0,1968,4,1,1,O,2,,5,,2,2,2,1,2,1,,,,,,,,,,,,,,4,,3,,5,,,3,,4,,,3,,4,,,5,,
0,1978,4,4,4,G,4,,5,,1,1,3,2,1,,,,,,,,6,7,,,,4,,1,,2,,5,,,3,,4,,,4,,2,,,1,,
1,1988,5,5,5,F,3,,5,,2,2,2,2,1,,,,,,4,,6,7,,,,5,,1,,3,,1,,,95,,4,,,3,,2,,,1,,
0,1995,5,15,15,S,1,,1,,3,3,3,3,2,1,,,,,,,,,,,,,,3,,3,,4,,,2,,3,,,2,,4,,,5,,
0,1982,5,8,8,S,4,,5,,3,3,2,2,1,,,,,3,,,,7,,,,4,,1,,1,,1,,,3,,4,,,4,,2,,,1,,
1,1988,5,1,1,S,4,,5,,1,1,2,2,1,,,,,3,,,6,,,,,3,,1,,1,,1,,,1,,1,,,2,,1,,,1,,
1,2000,3,4,4,T,2,,95,,1,2,3,3,1,,,,2,,,,,7,,,,5,,3,,3,,2,,,2,,1,,,2,,5,,,3,,
0,1998,5,1,15,O,4,,95,,3,3,3,2,1,,,,,,,,6,7,,90,famipay、pixapay、openpoint、銀行的,4,,1,,1,,1,,,3,,3,,,3,,2,,,1,,
0,1990,5,7,9,O,4,,5,,4,4,4,4,1,,,,,,,,,7,,,,3,,1,,1,,1,,,1,,3,,,3,,1,,,1,,
1,1987,3,8,8,R,4,,6,,4,4,4,4,1,,,,,,,,6,7,,,,3,,1,,1,,1,,,95,,4,,,4,,2,,,1,,
1,1986,6,2,9,J,90,LINE Pay,5,,1,1,3,3,1,,,1,,,,,,7,,,,4,,2,,2,,5,,,4,,4,,,3,,1,,,5,,
1,1976,5,1,1,J,3,,5,,1,1,3,2,1,,,,,,,,6,7,,,,5,,2,,1,,1,,,1,,3,,,2,,2,,,5,,
1,1993,5,19,19,T,2,,1,,2,2,3,2,1,,,,2,3,,,,,,,,3,,1,,90,更危險 怕行動支付內部管理不當資料被駭,1,,,2,,1,,,3,,1,,,90,未來趨勢 但實體紙鈔仍有存在價值 比起數位化更容易在現實中掌控 不容易被駭客瞬間奪走,
1,1971,6,15,15,S,4,,5,,3,3,3,3,1,,,,,,4,,,7,,,,3,,1,,1,,5,,,2,,3,,,3,,1,,,1,,
0,1994,5,15,20,T,4,,95,,3,3,3,2,1,,,,,,,,6,7,,,,5,,1,,2,,5,,,1,,3,,,4,,1,,,1,,
0,1990,6,15,15,T,1,,1,,2,2,2,2,1,,,1,,,,,6,,,,,1,,1,,1,,1,,,1,,4,,,4,,5,,,5,,
0,1989,5,15,15,M,4,,6,,2,2,2,2,2,1,,,,,,,,,,,,,,2,,2,,2,,,2,,3,,,2,,2,,,2,,
1,1970,5,2,15,P,4,,6,,2,2,2,3,1,,,,2,3,,,,,,,,2,,2,,2,,2,,,2,,3,,,3,,4,,,3,,
0,2001,3,15,15,L,1,,1,,2,2,2,2,1,,,,,3,,,,,,,,4,,3,,3,,4,,,3,,3,,,3,,1,,,1,,
0,1993,5,1,1,T,4,,5,,4,4,4,4,2,3,,,,,,,,,,,,,,4,,3,,5,,,3,,3,,,4,,1,,,1,,
1,1995,5,15,15,M,5,,5,,2,2,2,2,2,1,,,,,,,,,,,,,,4,,4,,5,,,95,,4,,,4,,5,,,5,,
0,1934,1,15,15,U,1,,1,,2,2,2,2,1,,,1,2,3,4,5,6,7,8,,,3,,1,,1,,1,,,2,,1,,,1,,1,,,1,,
1,2001,5,1,1,T,1,,1,,2,3,2,2,2,2,,,,,,,,,,,,,,2,,1,,4,,,2,,1,,,2,,2,,,1,,
0,1963,4,1,1,P,3,,4,,2,2,2,2,2,1,,,,,,,,,,,,,,2,,2,,1,,,1,,1,,,1,,1,,,1,,
0,1955,3,15,15,U,1,,1,,2,3,2,2,2,1,,,,,,,,,,,,,,2,,2,,2,,,2,,3,,,2,,2,,,2,,
1,1956,5,15,15,D,3,,1,,2,2,2,2,2,2,,,,,,,,,,,,,,3,,3,,4,,,3,,4,,,4,,4,,,3,,
0,1984,5,14,14,Q,2,,5,,4,4,1,4,2,6,,,,,,,,,,,,,,3,,3,,4,,,3,,4,,,3,,4,,,5,,
0,1960,5,15,15,U,1,,1,,2,2,2,2,2,1,,,,,,,,,,,,,,2,,2,,2,,,95,,4,,,4,,1,,,1,,
0,1995,4,15,15,C,1,,1,,1,1,2,2,1,,,,,,,,,7,,,,3,,1,,1,,1,,,3,,3,,,3,,1,,,2,,
1,1956,5,15,15,D,95,,95,,2,2,2,2,1,,,,,,,,,,8,,,91,,4,,4,,5,,,95,,4,,,4,,1,,,1,,
0,1999,3,8,9,S,1,,1,,2,1,1,2,2,2,,,,,,,,,,,,,,2,,2,,2,,,2,,1,,,1,,1,,,1,,
0,1979,3,15,15,S,2,,5,,2,1,3,2,1,,,,,,,,,7,,,,91,,1,,3,,5,,,2,,1,,,2,,1,,,1,,
1,1981,5,15,15,H,4,,5,,1,1,3,3,1,,,1,,3,,,6,7,,90,橘子支付,3,,1,,2,,3,人總要跟著時代進步，但現金交易也不能完全消失,,4,,5,,我怕痛,3,,2,,,90,是未來趨勢，但兩種方式共存並不衝突吧,
1,1991,5,2,2,D,1,,1,,1,1,3,3,1,,,,,,,,6,,,,,5,,2,,1,,1,,,1,,3,,,3,,2,,,2,,
0,1986,5,12,14,S,4,,5,,1,1,2,2,1,,,,,,,,,7,,,,3,,2,,3,,5,,,4,,4,,,4,,1,,,3,,
1,1985,5,9,9,M,5,,95,,2,2,2,2,1,,,,,3,,,,,,,,5,,2,,2,,5,,,1,,4,,,4,,2,,,3,,
0,1986,5,11,11,M,95,,95,,2,2,2,2,2,1,,,,,,,,,,,,,,1,,3,,5,,,1,,4,,,4,,1,,,1,,
1,1983,4,15,17,I,1,,5,,1,1,3,3,1,,,,,,,,,7,,,,1,,1,,4,,5,,,1,,4,,,3,,1,,,5,,
1,1966,3,1,1,S,1,,5,,4,4,4,4,2,2,,,,,,,,,,,,,,4,,3,,5,,,4,,3,,,3,,4,,,5,,
0,1991,5,11,11,S,1,,1,,4,3,3,3,1,,,,2,,,,,,,,,1,,1,,3,,4,,,3,,4,,,4,,4,,,3,,
1,1992,6,9,9,C,1,,5,,3,3,3,2,1,,,,,,,,,7,,,,1,,3,,3,,5,,,3,,4,,,3,,4,,,2,,
1,1988,5,14,14,M,1,,5,,4,4,3,4,1,,,,,3,,,,7,,,,3,,1,,1,,1,,,2,,3,,,3,,1,,,1,,
1,1995,6,15,21,T,4,,6,,2,2,2,2,1,,,,,,,,6,7,,,,90,行動支付，有回饋,1,,4,,4,,,1,,3,,,4,,1,,,5,,
0,1993,5,15,15,U,1,,5,,1,1,3,2,1,,,1,,,,,6,7,,,,91,,1,,4,,6,,不太可以，要長輩如何配合是很重要的事情，還有會不會被盜領、盜刷，安全問題是有些許疑慮,3,,4,,,3,,1,,,1,,我會抱持著適時觀望，想看看別的國家是如何施行的
1,1997,5,14,14,G,3,,5,,3,3,3,2,1,,,1,,,,,6,7,,,,91,,1,,2,,2,,,2,,1,,,2,,1,,,5,,
1,1968,4,2,21,M,3,,5,,1,1,1,1,1,,,,,3,,,,7,,,,1,,2,,3,,1,,,1,,1,,,1,,1,,,2,,
0,1987,5,4,4,P,2,,5,,2,2,3,3,1,,,,,3,,,6,7,,,,5,,1,,3,,5,,,3,,5,,我不敢在身上植入東西,3,,2,,,1,,
0,1992,5,9,9,C,2,,5,,2,2,3,3,1,,,,,,,,,7,,,,5,,1,,1,,4,,,4,,5,,不想被植入異物,3,,1,,,1,,
1,1995,6,2,18,C,4,,6,,1,1,2,2,1,,,,2,3,,,6,7,,,,3,,1,,2,,1,,,2,,3,,,3,,2,,,5,,
1,1987,6,1,1,M,4,,6,,2,2,2,2,1,,,,,,,,,7,,,,5,,1,,1,,1,,,3,,3,,,4,,4,,,5,,
0,1997,5,13,13,V,1,,1,,2,2,1,1,2,5,,,,,,,,,,,,,,2,,3,,5,,,1,,4,,,4,,5,,,5,,
1,1988,6,5,8,M,4,,5,,2,2,2,2,1,,,1,,,,,,7,,,,3,,1,,2,,1,,,3,,4,,,4,,4,,,4,,
0,1982,5,14,14,Q,1,,2,,1,2,3,2,2,1,,,,,,,,,,,,,,3,,3,,4,,,3,,4,,,3,,4,,,3,,
1,1983,6,8,9,P,4,,5,,2,2,2,2,1,,,,,3,,,,7,,,,4,,2,,2,,1,,,2,,1,,,2,,2,,,2,,
1,1996,5,2,2,T,1,,5,,2,2,2,2,1,,,1,,,,,,7,,,,5,,1,,3,,1,,,1,,1,,,1,,2,,,2,,
0,1980,6,2,1,M,2,,5,,1,1,2,2,1,,,,,,4,,6,,,,,91,,2,,2,,5,,,95,,4,,,3,,2,,,1,,
1,1987,4,2,2,M,5,,5,,2,4,2,2,1,,,,,,,,,,,90,橘,90,信用卡,90,沒網路,3,,5,,,95,,4,,,4,,4,,,4,,
1,1987,6,8,8,M,4,,6,,1,1,3,3,1,,,,,3,,,6,7,,,,4,,2,,2,,1,,,2,,3,,,3,,1,,,1,,
0,1994,5,7,7,O,1,,95,,3,3,2,2,1,,,,,,,,,7,,,,5,,2,,3,,1,,,95,,3,,,2,,2,,,4,,
0,1992,6,15,1,T,2,,5,,2,2,3,2,1,,,1,,,,,,7,,,,4,,1,,3,,1,,,3,,4,,,4,,2,,,1,,
1,1983,5,2,2,S,2,,2,,2,3,1,4,1,,,,,,,,,7,,,,3,,2,,2,,2,,,1,,1,,,2,,2,,,3,,
0,1989,5,7,8,M,2,,5,,4,2,3,4,1,,,,2,,4,,,7,,,,5,,2,,3,,5,,,1,,3,,,3,,2,,,1,,
0,1990,5,2,7,Q,4,,5,,1,2,2,3,1,,,,,,,,6,7,,,,5,,1,,3,,5,,,1,,3,,,2,,1,,,2,,
1,1985,5,8,8,S,5,,5,,2,2,2,1,1,,,,2,,,,,7,,,,91,,1,,3,,1,,,1,,3,,,2,,1,,,1,,
0,1973,5,2,2,M,1,,1,,2,2,1,1,1,,,,2,,,,,,,,,3,,2,,2,,2,,,2,,1,,,2,,1,,,1,,
0,1980,3,4,4,S,2,,2,,3,3,2,1,1,,,,2,,,,,,,,,1,,4,,2,,1,,,3,,3,,,2,,1,,,2,,
0,2001,5,8,14,S,3,,5,,3,3,3,3,1,,,,,,,,6,7,,,,3,,3,,2,,1,,,1,,4,,,3,,1,,,2,,
1,1970,5,24,24,S,4,,6,,2,2,2,2,1,,,,,3,,,6,7,,,,3,,90,手機突然掛點就完了,90,一半一半,5,,,90,人還是就該是人,4,,,4,,1,,,5,,
1,1989,3,15,15,S,1,,1,,2,2,2,2,2,1,,,,,,,,,,,,,,1,,1,,1,,,2,,3,,,3,,1,,,1,,
0,1960,5,15,15,W,2,,4,,2,3,3,3,1,,,1,2,,,,,,,,,1,,1,,1,,2,,,1,,3,,,2,,2,,,2,,
0,1986,5,18,18,S,2,,1,,2,3,4,4,2,1,,,,,,,,,,,,,,1,,1,,2,,,1,,3,,,2,,1,,,1,,期待科技更進步
0,1990,5,8,8,M,1,,5,,3,3,3,2,2,1,,,,,,,,,,,,,,1,,3,,1,,,2,,3,,,2,,2,,,2,,
0,1973,4,2,2,S,5,,5,,2,2,2,1,2,4,,,,,,,,,,,,,,4,,3,,4,,,3,,4,,,3,,2,,,2,,
1,1976,5,2,2,V,5,,95,,4,3,3,3,1,,,,,,,,6,7,,,,4,,2,,1,,1,,,4,,4,,,4,,2,,,1,,
0,1952,1,2,2,U,2,,5,,4,3,3,3,2,6,,,,,,,,,,,,,,3,,3,,5,,,3,,4,,,3,,1,,,1,,
0,1982,5,7,7,U,3,,5,,2,2,3,3,1,,,1,,,,,6,7,,,,3,,1,,3,,1,,,1,,1,,,1,,1,,,1,,
0,1974,3,2,2,S,2,,5,,2,2,1,1,2,4,,,,,,,,,,,,,,3,,4,,4,,,95,,4,,,3,,1,,,1,,
0,1979,5,2,2,S,2,,2,,2,2,1,3,1,,,,,,,,,,8,,,2,,1,,2,,1,,,1,,3,,,3,,2,,,2,,
1,1988,5,8,8,M,5,,2,,2,3,1,4,1,,,,2,,,,,7,,,,1,,2,,1,,4,,,1,,4,,,3,,1,,,4,,
1,1956,5,8,11,V,1,,5,,2,2,3,2,1,,,,2,3,,,6,7,,,,5,,1,,2,,5,,,3,,3,,,3,,4,,,5,,
1,1997,5,1,21,J,4,,5,,1,1,2,3,1,,,1,,,,,6,7,8,,,3,,2,,2,,1,,,90,"通過體外的方式來結賬就好,合為一體的方式可能會損傷人體",4,,,3,,2,,,90,未來趨勢會以科技為主，但政府需要立案接受紙幣存在的價值，紙幣已經存在很久了，這樣子做會有貨幣的價值,
0,2001,5,2,2,M,3,,1,,1,2,1,2,1,,,,2,,,,,,,,,2,,2,,2,,2,,,2,,1,,,1,,1,,,1,,
0,1985,5,8,8,S,1,,5,,2,2,1,2,1,,,,,,,,,7,,,,2,,1,,3,,6,,有人連手機都買不起,90,不會發生重複扣款嗎,4,,,3,,4,,,3,,有人買不起手機
0,1979,5,1,1,S,2,,5,,1,1,2,2,1,,,,,3,,,,7,,,,5,,1,,3,,4,,,4,,4,,,3,,1,,,1,,
1,1977,5,6,6,M,2,,5,,3,3,3,3,1,,,1,,3,,,6,7,,,,3,,2,,3,,4,,,2,,1,,,2,,2,,,3,,"科技在人,但科技也會害人,如何做到好及保護,不可能的!只有認知,使用科技就是雙面刃,好也有不好的問題,所以,發明也是好處的!"
1,1985,4,15,15,V,1,,1,,4,4,4,4,2,1,,,,,,,,,,,,,,3,,3,,2,,,3,,4,,,3,,1,,,3,,
0,1989,5,2,2,V,1,,1,,4,4,4,4,2,2,,,,,,,,,,,,,,4,,3,,1,,,1,,3,,,3,,2,,,2,,
0,1988,5,2,11,S,2,,5,,2,2,3,3,1,,,,2,,,,,7,,,,4,,1,,2,,1,,,3,,4,,,3,,2,,,2,,
0,1988,6,2,2,M,1,,5,,3,3,3,3,2,1,,,,,,,,,,,,,,4,,4,,5,,,4,,4,,,3,,2,,,2,,
1,1965,3,4,4,N,3,,5,,3,1,4,4,1,,,,,3,,,,,,,,3,,3,,2,,5,,,2,,1,,,2,,2,,,4,,錢不損失最重要
1,1984,6,7,7,C,2,,5,,2,2,3,2,2,1,,,,,,,,,,,,,,2,,3,,5,,,1,,3,,,3,,2,,,1,,
0,1986,5,8,8,M,4,,5,,1,1,2,3,1,,,,,,,,6,7,,,,5,,2,,1,,5,,,1,,3,,,2,,2,,,5,,
0,1985,6,14,14,Q,4,,5,,2,2,3,3,1,,,1,,,,,,7,,,,3,,1,,1,,1,,,90,所以搶劫手會砍斷,5,,我怕手被砍斷,3,,2,,,2,,
1,1979,5,2,2,S,1,,1,,2,2,2,2,2,5,,,,,,,,,,,,,,4,,4,,5,,,95,,1,,,1,,5,,,1,,
0,1996,5,8,4,V,1,,1,,1,1,2,2,1,,,,,,,,,7,,,,2,,4,,3,,1,,,1,,3,,,3,,1,,,2,,
0,1991,5,,4,H,1,,5,,2,2,2,2,2,4,,,,,,,,,,,,,,3,,3,,1,,,95,,3,,,3,,2,,,2,,
0,2005,3,4,4,T,1,,1,,2,2,3,2,2,2,,,,,,,,,,,,,,4,,3,,5,,,1,,3,,,2,,1,,,5,,
1,1990,6,15,15,M,1,,5,,1,1,3,3,1,,,1,,,4,,,,,,,1,,1,,1,,4,,,3,,5,,不需要,4,,1,,,1,,
0,1977,5,9,9,H,2,,5,,1,2,2,3,1,,,1,,,,,,,,,,3,,1,,1,,1,,,1,,4,,,2,,1,,,2,,"科技發展日新月異,選擇擁抱科技"
0,1990,5,15,15,P,1,,2,,3,3,2,2,2,3,,,,,,,,,,,,,,1,,2,,1,,,3,,3,,,4,,1,,,2,,
1,1982,5,8,8,O,2,,4,,2,2,2,2,1,,,,,3,,,,,,,,4,,2,,2,,2,,,2,,1,,,2,,2,,,2,,
1,1969,4,8,10,B,1,,1,,2,3,1,2,1,,,,2,,,,,,,,,2,,2,,2,,1,,,3,,3,,,2,,2,,,3,,
1,1987,5,1,1,K,1,,95,,2,2,2,2,2,2,,,,,,,,,,,,,,4,,4,,5,,,95,,4,,,4,,5,,,5,,
0,1975,5,1,1,U,2,,5,,2,2,2,2,1,,,,,,,,6,,,,,3,,1,,1,,1,,,3,,4,,,3,,2,,,1,,
1,1989,5,1,1,V,1,,1,,3,3,3,2,1,,,,,,,,,7,,,,5,,2,,3,,1,,,3,,4,,,3,,1,,,2,,
1,1974,5,9,9,J,2,,5,,2,2,2,2,1,,,1,,,,,,,,,,3,,1,,1,,1,,,1,,3,,,1,,1,,,1,,擁抱科技
0,1999,5,17,17,T,1,,95,,2,2,1,1,1,,,,,3,,,,7,,,,1,,2,,4,,4,,,95,,4,,,3,,2,,,3,,
0,1966,2,2,2,U,1,,1,,4,1,3,4,2,1,,,,,,,,,,,,,,1,,3,,2,,,3,,4,,,3,,1,,,1,,
1,1974,2,4,4,G,1,,2,,1,1,1,1,1,,,,,3,,,,,,,,2,,1,,4,,5,,,3,,4,,,4,,2,,,4,,
1,1981,6,8,8,P,5,,6,,1,1,1,1,1,,,1,,,,,,,,,,3,,1,,1,,1,,,1,,1,,,1,,1,,,1,,選擇科技
0,1984,5,4,4,C,1,,5,,2,2,2,2,1,,,,,,,,,7,,,,2,,1,,3,,1,,,3,,4,,,3,,1,,,1,,適時觀望，不太希望科技取代一切
1,1979,5,15,15,O,2,,5,,2,2,2,2,1,,,1,,3,,,,,,,,2,,1,,2,,2,,,3,,4,,,4,,2,,,2,,
0,1997,5,4,4,S,1,,5,,1,3,2,2,1,,,,,3,4,,,7,,,,1,,1,,1,,1,,,4,,4,,,3,,1,,,1,,無
1,1970,3,15,15,D,1,,5,,2,2,2,2,2,1,,,,,,,,,,,,,,1,,3,,1,,,1,,4,,,3,,1,,,5,,
1,1986,4,14,14,S,1,,1,,4,4,4,4,2,1,,,,,,,,,,,,,,1,,1,,4,,,1,,1,,,1,,1,,,1,,
1,1990,5,8,8,T,5,,1,,1,3,2,3,1,,,,,,,,,7,,,,1,,1,,4,,2,,,1,,1,,,2,,2,,,5,,
0,1970,4,2,2,V,1,,5,,3,3,3,3,1,,,,,,,,,7,,,,91,,1,,3,,6,,無銀行戶頭的怎麼辦？,1,,4,,,4,,2,,,1,,科技雖然是帶來改變與進步，但是也要幫弱勢的族群想想，留一點空間給他們！
0,1998,5,14,14,M,3,,5,,1,4,2,3,1,,,,,,,,6,7,,,,4,,1,,1,,1,,,1,,3,,,90,"絕對不會,台灣大多數民眾還是觀念較傳統",5,,,90,"不一定,自己雖然使用行動支付較多,但並不覺得政府有積極地在推動,甚至很常因為設備or技術問題,無法使用電子支付導致無法付款","擁抱科技,但會選擇先觀望再決定是否使用,畢竟政府""推動""行動支付幾年了,使用上還是沒有到很方便,甚至付現所花費的時間可能還比我使用行動支付來得快."
0,2001,5,15,15,S,4,,6,,1,1,2,2,1,,,1,,,,,,7,,,,3,,1,,3,,5,,,1,,4,,,2,,2,,,1,,
0,1992,5,9,9,P,2,,95,,1,1,1,1,2,1,,,,,,,,,,,,,,4,,3,,5,,,1,,3,,,3,,2,,,5,,
0,1996,5,1,9,M,4,,5,,1,1,2,3,1,,,,,,,,,7,,,,3,,2,,1,,1,,,1,,3,,,3,,2,,,2,,
0,1997,5,1,1,V,1,,5,,4,4,4,4,2,1,,,,,,,,,,,,,,2,,90,被有心人士監控及容易盜刷,6,,現金比較安全，行動支付風險性高，有個資外洩和盜刷等等問題出現。等,3,,5,,害怕取不出來和被別人監控。,4,,5,,,4,,
0,1970,4,1,1,Q,2,,5,,2,3,2,3,1,,,1,,,,,,,,,,2,,4,,4,,4,,,3,,4,,,4,,5,,,5,,
0,1980,4,15,15,C,4,,95,,2,2,2,2,1,,,,2,,,,,,,,,5,,90,各有優缺點,90,各有優缺點,5,,,3,,4,,,4,,2,,,2,,
0,1994,6,5,4,C,2,,5,,4,1,3,2,1,,,,2,,,,,7,,,,5,,1,,3,,1,,,3,,3,,,3,,1,,,1,,
1,1982,6,2,1,S,2,,5,,1,1,2,2,1,,,,,3,,,6,7,,,,3,,1,,2,,1,,,3,,5,,不喜歡在身體植入,90,人體侵入性晶片涉及醫療層面，將低植入意願,4,,,1,,適時觀望再說
0,1990,6,15,2,C,4,,5,,1,3,1,1,1,,,,,,,,,7,,,,3,,1,,2,,5,,,3,,4,,,3,,2,,,1,,
0,1986,6,15,15,K,4,,5,,2,2,3,2,1,,,1,,3,4,,6,7,,,,3,,1,,1,,1,,,3,,3,,,4,,2,,,2,,
0,1995,4,14,14,C,2,,1,,3,3,3,2,2,4,,,,,,,,,,,,,,4,,4,,5,,,4,,4,,,3,,2,,,5,,
0,1969,3,14,14,C,1,,1,,3,3,3,2,2,6,,,,,,,,,,,,,,3,,4,,5,,,95,,4,,,3,,2,,,5,,
0,1994,5,2,2,C,3,,5,,3,3,2,2,2,1,,,,,,,,,,,,,,2,,3,,5,,,1,,3,,,2,,4,,,3,,
1,1954,3,1,1,N,1,,1,,4,4,2,2,2,1,,,,,,,,,,,,,,4,,3,,4,,,1,,4,,,3,,4,,,4,,
1,1967,6,15,15,Q,5,,5,,1,3,3,3,2,6,,,,,,,,,,,,,,3,,3,,5,,,1,,4,,,4,,4,,,5,,
0,1963,5,15,15,U,5,,5,,3,3,3,2,2,1,,,,,,,,,,,,,,3,,3,,5,,,1,,4,,,4,,4,,,5,,
1,1998,6,15,15,T,1,,5,,3,3,3,2,2,1,,,,,,,,,,,,,,3,,3,,5,,,1,,4,,,4,,4,,,5,,
0,1964,4,15,15,U,1,,5,,3,3,3,2,2,1,,,,,,,,,,,,,,3,,3,,5,,,1,,4,,,4,,4,,,5,,
1,1966,5,15,15,G,1,,5,,3,3,3,2,2,1,,,,,,,,,,,,,,3,,3,,5,,,1,,4,,,4,,4,,,5,,
1,1975,5,2,2,C,1,,5,,2,2,2,2,1,,,1,,,,,,7,,,,1,,1,,1,,1,,,1,,4,,,3,,1,,,1,,無
0,1957,4,1,1,G,4,,6,,4,4,4,2,1,,,,,3,,,,,,,,3,,1,,3,,1,,,1,,1,,,2,,1,,,2,,我會選擇新的嚐試 科技日新月異 身為現代人 必須與時俱進~
1,1971,6,5,5,V,3,,5,,2,2,3,3,1,,,,2,3,,5,6,7,8,,,3,,2,,2,,1,,,4,,4,,,4,,2,,,2,,
0,1978,5,15,14,A,4,,5,,3,3,3,2,1,,,1,,,,,,7,,,,5,,90,更為方便，基於疫情，不用接觸店家找零的現金,4,,5,,,1,,4,,,4,,1,,,4,,
0,1984,5,8,8,C,1,,5,,2,2,2,2,1,,,,,,,,,,8,90,Open錢包/全聯支付,5,,1,,3,,5,,,1,,5,,擔心副作用,3,,1,,,2,,適時觀望
1,1999,5,15,15,V,4,,5,,2,2,1,3,1,,,1,,3,,,6,7,,,,3,,1,,1,,5,,,3,,3,,,3,,2,,,1,,
0,2000,5,8,8,T,1,,95,,2,4,4,3,2,4,,,,,,,,,,,,,,3,,3,,5,,,2,,1,,,2,,2,,,5,,
0,1997,5,15,15,R,1,,5,,1,1,2,3,2,5,,,,,,,,,,,,,,4,,3,,4,,,1,,3,,,3,,2,,,2,,
1,1972,4,1,1,M,2,,5,,2,2,2,3,2,6,,,,,,,,,,,,,,4,,1,,5,,,4,,4,,,4,,1,,,1,,審慎面對、畢竟禍福難料
1,2002,5,2,2,T,2,,1,,3,3,3,4,1,,,,,,,,6,,,,,1,,1,,2,,1,,,2,,1,,,2,,1,,,1,,
1,1972,3,2,2,U,4,,5,,1,1,2,2,1,,,,,3,,,,7,,90,悠遊付,91,,2,,3,,1,,,1,,5,,等科技成熟穩定,4,,2,,,2,,先觀望後再擁抱科技
0,1981,4,8,8,L,95,,95,,1,1,2,3,1,,,,,,,,,7,,,,3,,1,,90,安全危險各半,1,,,1,,4,,,3,,2,,,2,,我選擇擁抱科技，行動支付的優點很多，值得推薦
0,1978,5,1,11,C,3,,5,,3,3,3,2,1,,,,2,,,,6,,,,,3,,1,,3,,1,,,4,,5,,拒絕侵入性物品,4,,1,,,1,,適時觀望，新發明有時並不適用社會
0,1983,5,6,6,U,4,,5,,1,1,3,2,1,,,1,,,,,6,7,,,,3,,1,,1,,1,,,1,,3,,,3,,1,,,1,,
0,1987,5,9,9,U,1,,1,,4,4,4,4,2,6,,,,,,,,,,,,,,3,,4,,1,,,1,,4,,,3,,2,,,1,,適時觀望
0,1991,6,14,14,C,1,,1,,1,2,2,4,2,1,,,,,,,,,,,,,,3,,3,,1,,,3,,5,,怕拿不出來,3,,1,,,5,,
1,1991,5,9,9,J,1,,5,,1,1,1,2,1,,,,,3,,,,,,,,2,,1,,3,,1,,,4,,4,,,4,,4,,,2,,
0,1965,2,14,14,U,1,,95,,4,4,4,4,2,2,,,,,,,,,,,,,,3,,3,,5,,,95,,4,,,2,,1,,,1,,
1,1958,1,14,14,W,1,,95,,4,4,4,4,2,4,,,,,,,,,,,,,,3,,4,,4,,,3,,4,,,4,,1,,,1,,
1,1990,6,5,5,V,1,,1,,4,4,1,2,1,,,,,,,,6,,,,,1,,1,,3,,1,,,1,,1,,,3,,2,,,2,,
1,1993,6,2,2,M,1,,5,,1,2,3,3,1,,,,,,,,,7,,,,91,,2,,2,,1,,,2,,1,,,3,,1,,,1,,
